accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
LC122720	LC122720.1	Hu/GI/JP/2007/GI.P7-GI.7/HO-7	2007-04-13	Asia	Japan	Hokkaido		7719	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122720	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.017058823529411765,RdRp:1,VP1:0.9519408502772643,VP2:0.8736059479553904,VPg:1,p22:0.6440677966101694,p48:0.02108433734939759	0	3288	0						ORF1:8-393,ORF1:404-829,ORF1:855-1700,p48:8-332,NTPase:65-70,p22:75-94,p22:132-156,VP1:344-356,VP1:437-449,VP2:38-47,VP2:171-191,VP2:267-269	0.021	0.984	0.644	1.0	1.0	1.0	0.952	0.874			GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
LC122721	LC122721.1	Hu/GI/JP/2009/GI.P7-GI.7/HO-8	2009-02-26	Asia	Japan	Hokkaido		7718	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122721	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.017058823529411765,RdRp:1,VP1:0.9519408502772643,VP2:0.8736059479553904,VPg:1,p22:0.6440677966101694,p48:0.02108433734939759	0	3292	0						ORF1:8-393,ORF1:404-829,ORF1:855-1700,p48:8-332,NTPase:65-70,p22:75-94,p22:132-156,VP1:344-356,VP1:437-449,VP2:38-47,VP2:171-191,VP2:267-269	0.021	0.984	0.644	1.0	1.0	1.0	0.952	0.874			GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
LC122722	LC122722.1	Hu/GI/JP/2010/GI.P7-GI.7/HO-9	2010-02-08	Asia	Japan	Hokkaido		7718	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122722	1	3CLpro:1,NTPase:1,ORF1:0.9629411764705882,RdRp:1,VP1:0.9593345656192237,VP2:0.8921933085501859,VPg:1,p22:0.6836158192090396,p48:0.9789156626506024	0	3282	0						ORF1:43-49,ORF1:773-785,ORF1:830-854,p48:43-49,p22:75-87,p22:132-156,VP1:298-305,VP1:344-357,VP2:38-39,VP2:171-191,VP2:267-269	0.979	1.0	0.684	1.0	1.0	1.0	0.959	0.892			GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
LC122723	LC122723.1	Hu/GI/JP/2014/GI.P7-GI.7/SH-3	2014-04-18	Asia	Japan	Shizuoka		7718	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122723	1	3CLpro:1,NTPase:1,ORF1:0.9629411764705882,RdRp:1,VP1:0.9593345656192237,VP2:0.8921933085501859,VPg:1,p22:0.6836158192090396,p48:0.9789156626506024	0	3267	0						ORF1:43-49,ORF1:773-785,ORF1:830-854,p48:43-49,p22:75-87,p22:132-156,VP1:298-305,VP1:344-357,VP2:38-39,VP2:171-191,VP2:267-269	0.979	1.0	0.684	1.0	1.0	1.0	0.959	0.892			GI.7	GI	GI.7		GI.P7	GI.P	GI.P7	
LC122724	LC122724.1	Hu/GII/JP/2010/GII.P12-GII.12/HO-41	2010-04-01	Asia	Japan	Hokkaido		7507	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122724	0.9977534029337914	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.9907578558225508,VP2:0.9479553903345725,VPg:1,p22:1,p48:0.9939759036144579	0	1991	0						VP1:304-307,VP2:131-140	0.994	1.0	1.0	1.0	1.0	1.0	0.991	0.948			GII	GII	GII.12		GII.P12	GII.P	GII.P12	
LC122725	LC122725.1	Hu/GII/JP/2011/GII.P12-GII.12/HO-42	2011-06-09	Asia	Japan	Hokkaido		7507	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122725	0.9977534029337914	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.9907578558225508,VP2:0.9479553903345725,VPg:1,p22:1,p48:0.9939759036144579	0	1990	0						VP1:304-307,VP2:131-140	0.994	1.0	1.0	1.0	1.0	1.0	0.991	0.948			GII	GII	GII.12		GII.P12	GII.P	GII.P12	
LC122726	LC122726.1	Hu/GII/JP/2003/GII.P12-GII.12/TO-54	2003-04-15	Asia	Japan	Tochigi		7506	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122726	0.9974890973965904	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.9907578558225508,VP2:0.9405204460966543,VPg:1,p22:1,p48:0.9909638554216867	0	1990	0						VP1:304-307,VP2:135-147	0.991	1.0	1.0	1.0	1.0	1.0	0.991	0.941			GII	GII	GII.12		GII.P12	GII.P	GII.P12	
LC122727	LC122727.1	Hu/GII/JP/2003/GII.P12-GII.12/TO-56	2003-05-02	Asia	Japan	Tochigi		7509	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122727	0.997885555702392	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.9907578558225508,VP2:0.9405204460966543,VPg:1,p22:1,p48:0.9939759036144579	0	1989	0						VP1:304-307,VP2:135-147	0.994	1.0	1.0	1.0	1.0	1.0	0.991	0.941			GII	GII	GII.12		GII.P12	GII.P	GII.P12	
LC122728	LC122728.1	Hu/GII/JP/2003/GII.P12-GII.12/TO-57	2003-06-05	Asia	Japan	Tochigi		7504	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122728	0.9972247918593895	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9907578558225508,VP2:0.9405204460966543,VPg:1,p22:1,p48:0.9879518072289156	0	1993	0						VP1:304-307,VP2:135-147	0.988	1.0	1.0	1.0	1.0	1.0	0.991	0.941			GII	GII	GII.12		GII.P12	GII.P	GII.P12	
LC122729	LC122729.1	Hu/GII/JP/2013/GII.Pg-GII.12/EH-21	2013-01-08	Asia	Japan	Ehime		7498	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122729	0.9977534029337914	3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:0.9926062846580407,VP2:0.9553903345724907,VPg:1,p22:0.9322033898305084,p48:0.9909638554216867	0	2008	0						ORF1:851-860,p22:153-162,VP1:337-340,VP2:140-151	0.991	1.0	0.932	1.0	1.0	1.0	0.993	0.955			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122730	LC122730.1	Hu/GII/JP/2014/GII.Pg-GII.12/HI-31	2014-01-XX	Asia	Japan	Hiroshima		7455	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122730	0.9899563895863618	3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:0.9926062846580407,VP2:0.9405204460966543,VPg:1,p22:0.9322033898305084,p48:0.9909638554216867	0	1995	0						ORF1:851-860,p22:153-162,VP1:337-340,VP2:140-151	0.991	1.0	0.932	1.0	1.0	1.0	0.993	0.941			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122731	LC122731.1	Hu/GII/JP/2012/GII.Pg-GII.12/YA-7	2012-03-03	Asia	Japan	Yamaguchi		7498	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122731	0.9966961807849875	3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:0.9926062846580407,VP2:0.9553903345724907,VPg:1,p22:0.9322033898305084,p48:0.9909638554216867	0	2014	0						ORF1:851-860,p22:153-162,VP1:337-340,VP2:140-151	0.991	1.0	0.932	1.0	1.0	1.0	0.993	0.955			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122732	LC122732.1	Hu/GII/JP/2011/GII.Pg-GII.12/EH-60	2011-03-03	Asia	Japan	Ehime		7515	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122732	0.9980177084709925	3CLpro:1,NTPase:1,ORF1:0.991764705882353,RdRp:1,VP1:0.9926062846580407,VP2:1,VPg:1,p22:0.9322033898305084,p48:0.9939759036144579	0	2030	0						ORF1:851-860,p22:153-162,VP1:337-340	0.994	1.0	0.932	1.0	1.0	1.0	0.993	1.0			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122733	LC122733.1	Hu/GII/JP/2009/GII.Pg-GII.12/HO-40	2009-04-22	Asia	Japan	Hokkaido		7459	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122733	0.9904850006607638	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.977818853974122,VP2:0.9442379182156134,VPg:1,p22:1,p48:0.9939759036144579	0	1999	0						VP1:304-310,VP1:337-340,VP2:140-151	0.994	1.0	1.0	1.0	1.0	1.0	0.978	0.944			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122734	LC122734.1	Hu/GII/JP/2009/GII.Pg-GII.12/KU-25	2009-02-19	Asia	Japan	Kumamoto		7498	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122734	0.9977534029337914	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.977818853974122,VP2:0.9553903345724907,VPg:1,p22:1,p48:0.9909638554216867	0	2008	0						VP1:304-310,VP1:337-340,VP2:140-151	0.991	1.0	1.0	1.0	1.0	1.0	0.978	0.955			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122735	LC122735.1	Hu/GII/JP/2012/GII.Pg-GII.12/OS-35	2012-01-XX	Asia	Japan	Osaka		7483	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122735	0.9957711114047839	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:0.9704251386321626,VP2:0.9442379182156134,VPg:1,p22:1,p48:0.9759036144578314	0	2002	0						VP1:304-310,VP1:333-340,VP2:135-149	0.976	1.0	1.0	1.0	1.0	1.0	0.97	0.944			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122736	LC122736.1	Hu/GII/JP/2012/GII.Pg-GII.12/GU-5	2012-02-01	Asia	Japan	Gunma		7504	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122736	0.99735694462799	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.977818853974122,VP2:0.929368029739777,VPg:1,p22:1,p48:0.9909638554216867	0	2017	0						VP1:304-308,VP1:338-344,VP2:141-158	0.991	1.0	1.0	1.0	1.0	1.0	0.978	0.929			GII.12	GII	GII.12		GII.P33	GII.P	GII.P33	
LC122737	LC122737.1	Hu/GII/JP/2009/GII.P21-GII.1/EH-42	2009-02-04	Asia	Japan	Ehime		7487	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122737	0.9956389586361835	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.9739776951672863,VPg:1,p22:1,p48:0.9879518072289156	0	1947	0						VP2:141-146	0.988	1.0	1.0	1.0	1.0	1.0	1.0	0.974			GII.1	GII	GII.1		GII.P21	GII.P	GII.P21	
LC122738	LC122738.1	Hu/GII/JP/2003/GII.P21-GII.1/TO-51	2003-04-07	Asia	Japan	Tochigi		7522	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122738	0.999207083388397	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9776951672862454,VPg:1,p22:1,p48:1	0	1953	0						VP2:141-146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.978			GII.1	GII	GII.1		GII.P21	GII.P	GII.P21	
LC122739	LC122739.1	Hu/GII/JP/2003/GII.P21-GII.1/TO-55	2003-05-01	Asia	Japan	Tochigi		7510	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122739	0.997621250165191	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:1,VP2:0.9776951672862454,VPg:1,p22:1,p48:0.9909638554216867	0	1944	0						VP2:141-146	0.991	1.0	1.0	1.0	1.0	1.0	1.0	0.978			GII.1	GII	GII.1		GII.P21	GII.P	GII.P21	
LC122740	LC122740.1	Hu/GII/JP/2014/GII.P12-GII.3/EH-10	2014-02-14	Asia	Japan	Ehime		7427	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122740	0.9838773622307387	3CLpro:1,NTPase:1,ORF1:0.99,RdRp:1,VP1:0.9685767097966729,VP2:0.9330855018587361,VPg:1,p22:1,p48:0.9487951807228916	0	1955	0						VP1:292-302,VP2:170-182	0.949	1.0	1.0	1.0	1.0	1.0	0.969	0.933			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122741	LC122741.1	Hu/GII/JP/2012/GII.P12-GII.3/HO-27	2012-04-12	Asia	Japan	Hokkaido		7538	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122741	0.9977534029337914	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0.9516728624535316,VPg:1,p22:1,p48:0.9939759036144579	0	1991	0						VP2:170-182	0.994	1.0	1.0	1.0	1.0	1.0	1.0	0.952			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122742	LC122742.1	Hu/GII/JP/2010/GII.P12-GII.3/EH-51	2010-12-15	Asia	Japan	Ehime		7547	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122742	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9574861367837338,VP2:0.8178438661710037,VPg:1,p22:1,p48:1	0	1993	0						VP1:297-311,VP2:135-183	1.0	1.0	1.0	1.0	1.0	1.0	0.957	0.818			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122743	LC122743.1	Hu/GII/JP/2010/GII.P12-GII.3/HO-25	2010-11-27	Asia	Japan	Hokkaido		7545	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122743	0.9988106250825954	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.977818853974122,VP2:0.9219330855018587,VPg:1,p22:1,p48:1	0	2002	0						VP1:297-302,VP2:136-140,VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	0.978	0.922			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122744	LC122744.1	Hu/GII/JP/2011/GII.P12-GII.3/HO-26	2011-01-15	Asia	Japan	Hokkaido		7540	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122744	0.9981498612395929	3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:0.9685767097966729,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9969879518072289	0	1990	0						VP1:292-302,VP2:136-140,VP2:167-182	0.997	1.0	1.0	1.0	1.0	1.0	0.969	0.922			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122745	LC122745.1	Hu/GII/JP/2010/GII.P12-GII.3/KA-21	2010-10-20	Asia	Japan	Kanagawa		7536	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122745	0.997621250165191	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.9685767097966729,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9939759036144579	0	1986	0						VP1:292-302,VP2:136-140,VP2:167-182	0.994	1.0	1.0	1.0	1.0	1.0	0.969	0.922			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122746	LC122746.1	Hu/GII/JP/2010/GII.P12-GII.3/YA-2	2010-11-17	Asia	Japan	Yamaguchi		7467	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122746	0.9891634729747588	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9685767097966729,VP2:0.9033457249070632,VPg:1,p22:1,p48:0.9879518072289156	0	1968	0						VP1:292-302,VP2:136-140,VP2:167-182	0.988	1.0	1.0	1.0	1.0	1.0	0.969	0.903			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122747	LC122747.1	Hu/GII/JP/2010/GII.P12-GII.3/KA-22	2010-12-06	Asia	Japan	Kanagawa		7487	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122747	0.9920708338839699	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9685767097966729,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9879518072289156	0	1973	0						VP1:292-302,VP2:136-140,VP2:167-182	0.988	1.0	1.0	1.0	1.0	1.0	0.969	0.922			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122748	LC122748.1	Hu/GII/JP/2011/GII.P12-GII.3/SA-65	2011-01-20	Asia	Japan	Saitama		7512	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122748	0.996564028016387	3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:0.9685767097966729,VP2:0.8215613382899628,VPg:1,p22:1,p48:0.9909638554216867	0	1985	0						VP1:292-302,VP2:135-182	0.991	1.0	1.0	1.0	1.0	1.0	0.969	0.822			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122749	LC122749.1	Hu/GII/JP/2011/GII.P12-GII.3/YA-3	2011-05-28	Asia	Japan	Yamaguchi		7468	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122749	0.9892956257433593	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9722735674676525,VP2:0.9033457249070632,VPg:1,p22:1,p48:0.9879518072289156	0	1967	0						VP1:292-300,VP2:136-140,VP2:167-182	0.988	1.0	1.0	1.0	1.0	1.0	0.972	0.903			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122750	LC122750.1	Hu/GII/JP/2011/GII.P12-GII.3/SA-64	2011-01-06	Asia	Japan	Saitama		7503	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122750	0.9945817364873795	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9685767097966729,VP2:0.9256505576208178,VPg:1,p22:1,p48:0.9668674698795181	0	1987	0						VP1:292-302,VP2:136-140,VP2:167-181	0.967	1.0	1.0	1.0	1.0	1.0	0.969	0.926			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
LC122751	LC122751.1	Hu/GII/JP/2004/GII.P12-GII.3/HO-19	2004-01-31	Asia	Japan	Hokkaido		7547	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122751	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9722735674676525,VP2:0.9219330855018587,VPg:1,p22:1,p48:1	0	1975	0						VP1:292-300,VP2:136-140,VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	0.972	0.922			GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
